,An.Dirus.M,An.Minimus.M,Cx.Quin.M,An.Dirus.F,An.Minimus.F,Cx.Quin.F,time(s)
0,0.026199514,0.03025814,0.046059772,0.050031718,0.57003707,0.008770557,0
1,0.012264117,0.015907263,0.011008612,0.036305692,0.821309,0.005552091,1
2,0.025655864,0.022808203,0.021057477,0.3245021,0.47723594,0.02237376,2
3,0.0042329943,0.013960803,0.002793884,0.14046156,0.53831553,0.030079924,3
4,0.004635737,0.0069778766,0.004953969,0.030932004,0.77993226,0.012669333,4
5,0.045148633,0.02637063,0.027225563,0.04106289,0.1638995,0.07077956,5
6,0.09004031,0.02661173,0.030696154,0.0893953,0.21918015,0.07750157,6
7,0.038121868,0.031269368,0.006358342,0.019969432,0.04250909,0.36824337,7
8,0.021416774,0.03331255,0.025543781,0.039855648,0.23489308,0.0103176795,8
9,0.0020153567,0.13325796,0.014988305,0.003923543,0.13527888,0.012464342,9
10,0.024498414,0.038682595,0.056782033,0.046498828,0.047255166,0.05577066,10
11,0.0057270094,0.004767112,0.008485934,0.0061489437,0.008532725,0.0056866426,11
12,0.013484835,0.034965694,0.01965706,0.35142013,0.14775187,0.014153127,12
13,0.022616906,0.00812608,0.0061895433,0.092241704,0.25421977,0.0075911875,13
14,0.006825377,0.011240824,0.011784149,0.033817906,0.24745215,0.005181782,14
15,0.0053091627,0.004352897,0.0045072865,0.019691285,0.7562895,0.008093283,15
16,0.006717534,0.007893127,0.0068425196,0.01629128,0.8891702,0.005595481,16
17,0.005967769,0.01010336,0.0075865956,0.01848516,0.90537316,0.0063015427,17
18,0.0057306867,0.008586992,0.008128119,0.018663753,0.8754947,0.00661278,18
19,0.005095934,0.0108821895,0.016066756,0.018218711,0.9005944,0.0064548915,19
20,0.009903186,0.008719533,0.0074875234,0.013575399,0.8014878,0.0063235834,20
21,0.006550805,0.043830235,0.009570371,0.017652772,0.843409,0.006556381,21
22,0.010892999,0.03592777,0.0073436606,0.012159387,0.6472278,0.002788986,22
23,0.0080344835,0.0345136,0.008993135,0.015892979,0.9078022,0.0048180884,23
24,0.0071207844,0.052171074,0.0134660145,0.017116072,0.9116171,0.004691075,24
25,0.008618261,0.030052068,0.008540922,0.014205802,0.9198742,0.003775659,25
26,0.011309232,0.010643827,0.013941419,0.42305514,0.44088006,0.003120479,26
27,0.018637782,0.018292626,0.015911954,0.7840475,0.1498892,0.004923576,27
28,0.0043584574,0.03870177,0.013889396,0.33560026,0.055365708,0.100551344,28
29,0.004280308,0.103445016,0.022402547,0.060718335,0.10070351,0.016982062,29
30,0.010461669,0.014929382,0.013681807,0.0117678465,0.06634761,0.009869366,30
31,0.0034306245,0.011529801,0.004827937,0.02976146,0.6034636,0.012723738,31
32,0.009327414,0.011640244,0.0060296403,0.011709343,0.89179236,0.004964249,32
33,0.009212355,0.014650315,0.007839571,0.01389534,0.9228926,0.0059863706,33
34,0.0092368135,0.02189699,0.008590134,0.014136097,0.8852317,0.0074092466,34
35,0.006631268,0.015517046,0.004881756,0.013704192,0.6251141,0.013297329,35
36,0.0059066326,0.02580671,0.0061395816,0.009935354,0.70363104,0.008874559,36
37,0.004988093,0.032623157,0.007509849,0.016758708,0.58626324,0.015930176,37
38,0.0042967475,0.039741766,0.008831087,0.024768818,0.3780303,0.01952409,38
39,0.0054509654,0.018963065,0.009698391,0.018872542,0.12116876,0.017318806,39
40,0.008154486,0.048654407,0.011998116,0.03438873,0.74247086,0.006546639,40
41,0.0059088552,0.013395975,0.008807548,0.018651819,0.77036166,0.004094149,41
42,0.007166408,0.0076868515,0.0050305114,0.014579044,0.90243226,0.0052364743,42
43,0.007073169,0.008216981,0.005050666,0.014740008,0.89087945,0.0045360494,43
44,0.009430328,0.0036644833,0.005875095,0.022253357,0.6496332,0.0038005132,44
45,0.0067307316,0.020797875,0.013682081,0.044349898,0.42820802,0.0030573038,45
46,0.0038255523,0.04417379,0.008427418,0.017070293,0.5668411,0.007248613,46
47,0.0047184033,0.010210292,0.0058614444,0.025557796,0.8744204,0.00802637,47
48,0.004877526,0.008944792,0.012448745,0.025788985,0.8772229,0.008878326,48
49,0.011015986,0.0074058287,0.009719266,0.016601725,0.64440805,0.010324567,49
50,0.014076639,0.01989123,0.0112784775,0.037126828,0.5725031,0.0038113461,50
51,0.0103103295,0.022196664,0.005810267,0.026461126,0.9316882,0.00548947,51
52,0.007964794,0.0174541,0.00546309,0.01720231,0.9161568,0.0040450874,52
53,0.0028505495,0.027265448,0.012178452,0.84429973,0.048125256,0.008128914,53
54,0.0062354356,0.043352608,0.006438462,0.047304913,0.888955,0.004241988,54
55,0.006328008,0.036253776,0.0076632346,0.042373616,0.90457374,0.0052532824,55
56,0.0058086477,0.023367088,0.007940406,0.012762053,0.8551731,0.004555301,56
