,Ae.Aegypti.M,Ae.Albopictus.M,Cx.Quin.M,Ae.Aegypti.F,Ae.Albopictus.F,Cx.Quin.F,time(s)
0,0.057523895,0.058706846,0.05066375,0.042654756,0.0410928,0.056371298,0
1,0.040698085,0.03873524,0.033068523,0.03710682,0.052195534,0.047086116,1
2,0.028803837,0.1854468,0.040575642,0.019799305,0.07341807,0.059470832,2
3,0.040378936,0.045070753,0.03350163,0.027817866,0.042410884,0.0503539,3
4,0.060971193,0.04011829,0.032968257,0.04096273,0.03711392,0.051861294,4
5,0.11701998,0.44967535,0.093536265,0.025205638,0.12745526,0.018632915,5
6,0.19182262,0.47040242,0.09864486,0.0276726,0.11518273,0.020809866,6
7,0.0068461797,0.0064607253,0.010463169,0.011781656,0.018833693,0.009932995,7
8,0.016615937,0.0607297,0.020451324,0.02061384,0.06010453,0.014216839,8
9,0.022041753,0.0343521,0.034109756,0.01791585,0.026981885,0.01608692,9
10,0.22264856,0.47918797,0.4237792,0.012099993,0.026201194,0.047287617,10
11,0.14075257,0.15038344,0.26336327,0.018907428,0.033426203,0.07212675,11
12,0.033119675,0.0415784,0.04524619,0.03606823,0.10132423,0.025483774,12
13,0.12634237,0.05886488,0.059714075,0.05561468,0.03445619,0.05894257,13
14,0.05549519,0.04137057,0.043400448,0.025548518,0.03201144,0.054599475,14
15,0.027637921,0.050691824,0.02067562,0.0262456,0.03160376,0.03660604,15
16,0.017531391,0.03375278,0.011632801,0.03098184,0.034891836,0.032408614,16
17,0.009868937,0.010396936,0.011998788,0.014782172,0.016203457,0.008683839,17
18,0.030234972,0.023652691,0.02986749,0.03238596,0.026201708,0.040058304,18
19,0.015375899,0.030391352,0.024003418,0.016043143,0.022758733,0.020927288,19
20,0.069949284,0.04951379,0.038056802,0.04992904,0.057653535,0.040368058,20
21,0.04536916,0.26325586,0.050286815,0.017388059,0.070333496,0.05312089,21
22,0.04344305,0.36102924,0.04725434,0.016456772,0.0856875,0.0330491,22
23,0.023662858,0.04771995,0.019415248,0.027216824,0.036810536,0.030049283,23
24,0.029437393,0.03646222,0.027617073,0.031525645,0.05122117,0.036963284,24
25,0.03612982,0.032332603,0.034066234,0.042448442,0.048644632,0.033033647,25
26,0.02797669,0.03565819,0.033226043,0.032759592,0.050548267,0.038749613,26
27,0.024098907,0.041679755,0.022604331,0.033151776,0.052642647,0.026528152,27
28,0.07444795,0.41571444,0.24377985,0.0075049954,0.019104753,0.034749746,28
29,0.04448883,0.08129985,0.21420623,0.014526464,0.050531637,0.01809973,29
30,0.018434677,0.01898832,0.0384601,0.012085222,0.029280026,0.032998756,30
31,0.0053732996,0.008162589,0.007860473,0.006770633,0.009042001,0.007964903,31
32,0.019904148,0.025724467,0.0178543,0.021473568,0.035258994,0.0551052,32
33,0.007017927,0.0130294645,0.0056446884,0.021481188,0.01551015,0.019966047,33
34,0.0050205113,0.007503134,0.007294569,0.009678111,0.013624423,0.012065585,34
35,0.026779484,0.03425228,0.021231296,0.024621159,0.03253684,0.04671504,35
36,0.026021512,0.049578745,0.019541683,0.027557475,0.032577023,0.035026915,36
37,0.03092216,0.046155885,0.023748502,0.03646662,0.05151725,0.043202706,37
38,0.009629822,0.013562795,0.0067233075,0.022022566,0.013246105,0.027057752,38
39,0.0055765,0.008439783,0.00785341,0.0070391158,0.00845261,0.008455976,39
40,0.06335096,0.034483574,0.031192873,0.04738171,0.04127697,0.06836322,40
41,0.016568733,0.0204545,0.00894644,0.02224458,0.018297333,0.015161975,41
42,0.014846113,0.020272223,0.011116942,0.033371113,0.030039527,0.07914281,42
43,0.025735594,0.02356466,0.013201976,0.030653628,0.025182255,0.0365578,43
44,0.03008932,0.04899939,0.025347305,0.03497299,0.05589066,0.043082956,44
45,0.011006717,0.013295577,0.00922665,0.028234478,0.022532308,0.02189558,45
46,0.024960991,0.031805288,0.019478401,0.025756283,0.032091696,0.049859613,46
47,0.0286307,0.015064475,0.01632378,0.053575046,0.032044835,0.01410023,47
48,0.031276785,0.03767993,0.028534211,0.03881794,0.029512515,0.022233745,48
49,0.022126487,0.020596894,0.033450022,0.01887887,0.016218599,0.01695897,49
50,0.0127573265,0.014858603,0.016858801,0.015760621,0.042480785,0.026932156,50
51,0.024348693,0.022687702,0.02500213,0.017716372,0.035288982,0.058411185,51
52,0.03561412,0.06480957,0.03375714,0.024178917,0.06259218,0.048634417,52
53,0.038452104,0.040973086,0.032038946,0.02185216,0.029113723,0.05266185,53
54,0.03331844,0.037855554,0.0323995,0.019815601,0.026661327,0.045869842,54
55,0.10386796,0.51012653,0.0575699,0.026675023,0.105637334,0.00973502,55
56,0.062810116,0.19532262,0.075381115,0.020081658,0.070453644,0.024262179,56
57,0.027724423,0.036294945,0.02715817,0.028721621,0.04747205,0.03549567,57
58,0.028333407,0.034832723,0.028055605,0.032908678,0.05589733,0.03386559,58
59,0.06632118,0.05687655,0.058017347,0.05397355,0.037995473,0.016950505,59
60,0.04558033,0.046158478,0.055351514,0.028612005,0.035938118,0.02936521,60
61,0.04413308,0.037798855,0.035536993,0.031925254,0.04339286,0.04875462,61
62,0.04689477,0.034478176,0.03822712,0.042748515,0.060084872,0.043875184,62
63,0.056804422,0.032647375,0.036268257,0.047278628,0.05267526,0.053609934,63
64,0.05011107,0.03559625,0.038911153,0.033995945,0.045220267,0.048350595,64
65,0.06869217,0.031294193,0.03479835,0.044492695,0.03892057,0.06736116,65
66,0.041388977,0.039935175,0.032763213,0.025344225,0.03294417,0.053513356,66
67,0.045680657,0.040120292,0.032360666,0.025463238,0.029310333,0.059268255,67
68,0.055414632,0.036904406,0.029798185,0.042530272,0.040499546,0.06634282,68
69,0.012721308,0.013378491,0.009012371,0.013909009,0.007724285,0.020143127,69
70,0.020727357,0.019633794,0.029618181,0.031279135,0.057273347,0.055929538,70
71,0.024026087,0.0062239766,0.012146621,0.030835535,0.05042329,0.031071905,71
72,0.03271756,0.021815827,0.011665161,0.1452976,0.08907167,0.06577346,72
73,0.04208798,0.0142155215,0.014140051,0.11340942,0.030827237,0.055207107,73
74,0.01642368,0.03344684,0.08460331,0.021509502,0.061473295,0.14930831,74
75,0.023326868,0.029952917,0.07344418,0.021859713,0.04537154,0.121722,75
76,0.015037932,0.009705194,0.018210296,0.013420752,0.014680332,0.020482985,76
77,0.009062129,0.031232124,0.0207079,0.011996495,0.0338949,0.030250728,77
78,0.010917677,0.030234301,0.023699177,0.012551809,0.029492678,0.035053458,78
79,0.009001672,0.021942118,0.03249947,0.00929606,0.024670172,0.022281786,79
80,0.013193637,0.034892984,0.026668914,0.006798137,0.021385696,0.014942789,80
81,0.016827438,0.062332857,0.036754046,0.010245579,0.058664087,0.012474782,81
82,0.008831183,0.047392517,0.009797161,0.009559964,0.033193987,0.025914833,82
83,0.011934501,0.08614196,0.0062298067,0.010861581,0.021031063,0.012463163,83
84,0.005140143,0.014634898,0.0056081265,0.015998911,0.030098341,0.012659294,84
85,0.058920633,0.094767414,0.13535835,0.010234401,0.019622996,0.054365665,85
86,0.044203553,0.432601,0.20195636,0.0047388515,0.023046685,0.021642799,86
87,0.034105152,0.09460596,0.05657096,0.01721265,0.041792266,0.05929112,87
88,0.023164727,0.073276356,0.034077395,0.016292226,0.04235006,0.027297031,88
89,0.08704617,0.39663848,0.09961434,0.015278194,0.0149753215,0.013025375,89
90,0.053192664,0.10619769,0.15315339,0.0044090496,0.033803087,0.009593283,90
91,0.033162598,0.05986636,0.026482029,0.026106933,0.06574829,0.05016681,91
92,0.039187044,0.042782284,0.030871589,0.02211321,0.027755976,0.0573783,92
93,0.012189993,0.044541087,0.0074134353,0.025964847,0.0313604,0.0322365,93
94,0.012905924,0.076263465,0.008974824,0.019900385,0.040550202,0.03589656,94
95,0.015128419,0.030344533,0.020636205,0.019884296,0.02755383,0.026567858,95
96,0.025397083,0.025124533,0.014997726,0.028396688,0.028513461,0.041485436,96
97,0.015552786,0.097512886,0.0115856165,0.021639103,0.040757164,0.021258,97
98,0.021065367,0.090074316,0.016283892,0.020826532,0.05182017,0.041663345,98
99,0.007589637,0.01601237,0.007472793,0.0136295315,0.011306956,0.015397117,99
100,0.23274623,0.100348085,0.29790315,0.019306568,0.020332055,0.037298597,100
101,0.098816045,0.034179375,0.077275366,0.036420375,0.033191334,0.0510884,101
102,0.103823274,0.028394619,0.05262184,0.06916289,0.088022165,0.04305453,102
103,0.11587641,0.051169682,0.084182456,0.056750376,0.109904125,0.060119368,103
104,0.08572432,0.02169144,0.054167785,0.043347772,0.031259734,0.060951613,104
105,0.07907995,0.023276243,0.06151565,0.041294143,0.033040054,0.053940378,105
106,0.08422927,0.022432426,0.058094934,0.06171912,0.04874852,0.050397076,106
107,0.038481504,0.020948628,0.036357887,0.026743684,0.034753866,0.050504155,107
108,0.005625374,0.056268014,0.00824767,0.025074922,0.06253301,0.07114753,108
109,0.027680766,0.09143197,0.052170116,0.010799365,0.018998537,0.0144470455,109
110,0.010487349,0.17180268,0.015726589,0.005127513,0.029525999,0.02475107,110
111,0.027536366,0.043180063,0.026882121,0.022098135,0.038826212,0.04276871,111
112,0.03071888,0.039484195,0.02615007,0.035578966,0.058276143,0.038827293,112
113,0.07786487,0.28394037,0.19032772,0.015502004,0.028406667,0.016709575,113
114,0.07886271,0.16555846,0.4218884,0.008127261,0.031104425,0.01988412,114
115,0.08789545,0.031044405,0.023703923,0.4430107,0.08415036,0.06239133,115
116,0.10835209,0.028797813,0.02075646,0.30508637,0.02897588,0.037544884,116
117,0.09170698,0.04371591,0.049780577,0.07108372,0.033640143,0.02646865,117
118,0.1304368,0.026508285,0.019922655,0.3143054,0.081583835,0.062401503,118
119,0.017105069,0.011542426,0.022560665,0.045038052,0.027550992,0.015141413,119
120,0.109528765,0.050229795,0.012234278,0.25207457,0.12864795,0.0186642,120
121,0.1425046,0.06919232,0.018475085,0.24626751,0.15584737,0.016183874,121
122,0.043652467,0.077452466,0.02437107,0.077053875,0.0331307,0.049900822,122
123,0.15398225,0.022852063,0.015642326,0.48634732,0.06149055,0.037717562,123
124,0.16491465,0.05180121,0.029564096,0.109547086,0.052646745,0.01612374,124
125,0.055508334,0.025875306,0.03025896,0.050132554,0.03034027,0.027360972,125
126,0.1385454,0.030270735,0.013771297,0.3108171,0.027252018,0.01767474,126
127,0.05225343,0.025511352,0.042104084,0.06917428,0.051017873,0.035218906,127
128,0.023836916,0.029887287,0.052713178,0.028541569,0.048396274,0.031330455,128
129,0.01848039,0.0473202,0.030212486,0.014274171,0.035202406,0.017438212,129
130,0.099562235,0.029163666,0.010215726,0.59286577,0.08383752,0.033160657,130
131,0.03913018,0.020643843,0.07440801,0.031415276,0.017666966,0.021395518,131
