,An.Dirus.M,An.Minimus.M,Cx.Quin.M,An.Dirus.F,An.Minimus.F,Cx.Quin.F,time(s)
103,0.09388034,0.05228271,0.04783783,0.11797402,0.073952116,0.010475184,103
104,0.29445344,0.016027238,0.009578457,0.14494607,0.02431609,0.010623803,104
105,0.11425141,0.029009828,0.012183208,0.036015328,0.0649162,0.021085778,105
106,0.0402658,0.028555783,0.029250298,0.07835384,0.28938672,0.028401578,106
107,0.018672166,0.07176304,0.01111385,0.06797738,0.22606957,0.0074368333,107
108,0.012739867,0.021623017,0.013038371,0.0387228,0.06369017,0.008045002,108
109,0.03508852,0.015459458,0.031180553,0.030557027,0.028786175,0.0068727974,109
110,0.02944269,0.009002927,0.014665612,0.026276996,0.05889041,0.038414657,110
111,0.18281825,0.006598796,0.031771816,0.036192715,0.4672934,0.06784725,111
112,0.3888981,0.010847369,0.015932329,0.09292292,0.27028695,0.030503662,112
113,0.030161621,0.0063006287,0.008597362,0.040626045,0.06280184,0.01196581,113
114,0.65704465,0.012771983,0.01043654,0.011369071,0.0186569,0.0715461,114
115,0.8752694,0.020754429,0.026659396,0.011904332,0.023306705,0.09407807,115
116,0.9456312,0.023011725,0.024024295,0.007854596,0.010115146,0.042342994,116
117,0.36125374,0.008048702,0.4810466,0.007025913,0.014556638,0.038270086,117
118,0.6883116,0.022587692,0.042006295,0.21615066,0.015640449,0.037806395,118
119,0.02446053,0.044957697,0.033932295,0.7220958,0.0405674,0.023582254,119
120,0.080557816,0.007845627,0.025792865,0.1931077,0.04993185,0.11800511,120
121,0.21058439,0.13448338,0.01863134,0.021259049,0.040653434,0.11142777,121
122,0.56527215,0.031094188,0.040044334,0.024236202,0.019679982,0.099598296,122
123,0.35991699,0.010586245,0.017418351,0.014277411,0.01772582,0.016385531,123
124,0.5014713,0.01445091,0.01257739,0.019826723,0.008538532,0.012662934,124
125,0.5993041,0.020533025,0.008910445,0.019561194,0.022801638,0.020286055,125
126,0.18562031,0.01730878,0.02280497,0.03246129,0.083145894,0.016752832,126
127,0.054441705,0.09666187,0.007996717,0.043713562,0.065854006,0.011147025,127
128,0.07384069,0.019272463,0.0054799137,0.004369722,0.03058054,0.017538587,128
129,0.2028836,0.017107097,0.01464373,0.01062988,0.018550627,0.0128842415,129
130,0.8912298,0.021209259,0.03302889,0.0067644273,0.021938492,0.041469306,130
131,0.9583237,0.023473125,0.04363644,0.010775902,0.01913402,0.036280226,131
132,0.0792892,0.04397212,0.025047813,0.06899081,0.44387257,0.0083185155,132
133,0.037352957,0.030032448,0.02239957,0.026484689,0.37504792,0.006523763,133
134,0.4636366,0.010684378,0.5201498,0.009134032,0.04763644,0.014436498,134
135,0.6587235,0.015026875,0.22567698,0.003693141,0.028088858,0.016762732,135
136,0.9221758,0.014522477,0.03729742,0.0030348303,0.023603953,0.025564775,136
137,0.767226,0.014820602,0.024952654,0.004028401,0.026502274,0.049572334,137
138,0.90557426,0.01683334,0.028778346,0.0023377812,0.025244514,0.028248787,138
139,0.0060370783,0.0043944786,0.018162718,0.023538996,0.018405983,0.007855592,139
140,0.7718717,0.02312771,0.026198832,0.021807436,0.03103251,0.12814838,140
141,0.077416725,0.0042882264,0.006367468,0.27342075,0.01943977,0.005906055,141
142,0.045958724,0.0032291538,0.007952984,0.45794603,0.034768324,0.004625556,142
143,0.06442669,0.028618962,0.008593855,0.17466,0.07072144,0.008041837,143
144,0.04579821,0.012502868,0.0062903105,0.05564975,0.15585189,0.018757608,144
145,0.16470423,0.10111202,0.0032504748,0.004808399,0.041747317,0.059819523,145
146,0.15891397,0.61629826,0.0075183553,0.25229737,0.16488327,0.023106845,146
147,0.15088353,0.054118723,0.007714646,0.16817038,0.0740362,0.011921845,147
148,0.10712903,0.01319658,0.005994156,0.12788887,0.030891452,0.024864744,148
149,0.017442198,0.013861921,0.015929265,0.07311954,0.05337498,0.009787919,149
150,0.019498283,0.08421399,0.016489683,0.6755819,0.052731026,0.016430082,150
151,0.05237052,0.071289115,0.023126937,0.17428361,0.084292114,0.013323788,151
152,0.05502342,0.0037217636,0.007837725,0.06794215,0.015760053,0.0085368855,152
153,0.09432481,0.085470214,0.009650367,0.023882888,0.0812589,0.012953793,153
154,0.48670337,0.035858005,0.010082341,0.020226205,0.04589864,0.03184458,154
155,0.56230134,0.03851241,0.011602955,0.023305396,0.097951464,0.03702801,155
156,0.07703848,0.05372406,0.043896455,0.0832402,0.40842292,0.03515112,156
157,0.04110088,0.33332813,0.044194378,0.20071794,0.2546406,0.009487075,157
158,0.042991165,0.031406052,0.0058082757,0.04785157,0.052142177,0.00856814,158
159,0.11245348,0.017598141,0.0039538634,0.011895177,0.03030743,0.006151272,159
160,0.32342148,0.0074863825,0.003787623,0.093216695,0.03137675,0.04512168,160
161,0.16933243,0.0152620375,0.007026472,0.4114525,0.20148988,0.0073276055,161
