,An.Dirus.M,An.Minimus.M,Cx.Quin.M,An.Dirus.F,An.Minimus.F,Cx.Quin.F,time(s)
0,0.4691074,0.03419677,0.19327441,0.02227481,0.01753117,0.05747894,0
1,0.65205985,0.040927883,0.28368145,0.051624194,0.039981034,0.04625254,1
2,0.12364711,0.015608098,0.040074404,0.03804633,0.05766229,0.050895207,2
3,0.28922406,0.06766161,0.02050213,0.027702753,0.051617097,0.0671058,3
4,0.21066414,0.014426779,0.008805227,0.03473408,0.0493592,0.04576734,4
5,0.57725304,0.022770803,0.0519273,0.0657414,0.020597124,0.044833526,5
6,0.2973381,0.016479084,0.010942575,0.04990858,0.03994523,0.029528711,6
7,0.24987446,0.0071899137,0.00876541,0.026825,0.058693543,0.054072548,7
8,0.6159902,0.018221123,0.058458358,0.011146358,0.03642182,0.02070429,8
9,0.72209114,0.025061265,0.03529547,0.006974418,0.020537838,0.022426894,9
10,0.076627664,0.0052351323,0.07692399,0.036239557,0.044971827,0.018576242,10
11,0.6332021,0.059788696,0.0143283,0.018028945,0.016554238,0.005582355,11
12,0.3659979,0.20387362,0.046022996,0.13145626,0.074270934,0.012975485,12
13,0.009400194,0.0043358165,0.0070909304,0.0069771996,0.013425539,0.008881709,13
14,0.08527477,0.056921393,0.03777652,0.1578934,0.013358535,0.049599484,14
15,0.41438463,0.104244314,0.028003432,0.008617886,0.008381096,0.010928779,15
16,0.24332957,0.15482517,0.051939335,0.03184871,0.35356605,0.24317254,16
17,0.41981232,0.16179451,0.03853044,0.021269938,0.047881953,0.17268194,17
18,0.24100116,0.033979338,0.03595125,0.0067957905,0.011203721,0.027398298,18
19,0.0041851406,0.0051689935,0.0070825224,0.0043644435,0.0069473176,0.004944179,19
20,0.39235434,0.0121489735,0.018254131,0.00973433,0.020762635,0.012891576,20
21,0.7991922,0.010992731,0.04802089,0.008256993,0.032652225,0.02901449,21
22,0.9418281,0.047036204,0.03347622,0.013170623,0.021760648,0.088302664,22
23,0.40363416,0.06830631,0.044726178,0.039526895,0.14731015,0.059319034,23
24,0.9225578,0.038063977,0.046593376,0.010329848,0.016099062,0.046644773,24
25,0.9341093,0.04983046,0.05328368,0.013593596,0.018633839,0.07030223,25
26,0.91256994,0.035854746,0.03302145,0.009025875,0.017978827,0.062158138,26
27,0.11751344,0.0066155335,0.06298727,0.02533505,0.044082545,0.014109281,27
28,0.0093861725,0.013259718,0.008697564,0.013355173,0.027029235,0.0043512546,28
29,0.00975381,0.021963403,0.010391202,0.015538132,0.0442565,0.017672049,29
30,0.7797955,0.02334591,0.0844843,0.015740735,0.040228885,0.03461276,30
31,0.85961646,0.022295862,0.062321216,0.0087204315,0.029811783,0.07359702,31
32,0.5259347,0.0107622575,0.040741995,0.014383141,0.013011546,0.04551757,32
33,0.6640513,0.011192603,0.033129115,0.012842755,0.0142426165,0.0397075,33
34,0.8167856,0.020499017,0.049164925,0.010311662,0.02717677,0.026863128,34
35,0.49511203,0.067047626,0.26907212,0.006368998,0.027298488,0.072961904,35
36,0.82972956,0.02413319,0.041040536,0.0043593696,0.022969548,0.022854598,36
37,0.5951046,0.007968336,0.08598689,0.0057794927,0.02856869,0.02060672,37
38,0.11502385,0.029513827,0.5682714,0.01911927,0.016822942,0.040224273,38
39,0.7377724,0.03814527,0.03422541,0.0035123827,0.024550743,0.01982962,39
40,0.83957165,0.059544697,0.05836197,0.058806214,0.05140361,0.16245764,40
41,0.18734339,0.03152174,0.005611151,0.008542096,0.02589652,0.047502223,41
42,0.17039348,0.02315258,0.0089030275,0.017610526,0.029435663,0.037383944,42
43,0.6571461,0.023875436,0.008940304,0.022361064,0.0134110525,0.0770049,43
44,0.7304739,0.02401482,0.034944903,0.009918295,0.011307567,0.047798194,44
45,0.7994593,0.021084754,0.026986618,0.0141743515,0.01364965,0.02158728,45
46,0.68512315,0.046130493,0.012543781,0.016622381,0.010739072,0.032442395,46
47,0.8701176,0.0398454,0.025217447,0.012441191,0.009326374,0.049988,47
48,0.33024397,0.011238492,0.050488744,0.04045293,0.026416551,0.020149313,48
49,0.010636081,0.0110610295,0.019742414,0.05860803,0.061103918,0.01329863,49
50,0.23697889,0.012904002,0.012133891,0.013316813,0.051241394,0.046307694,50
51,0.9133675,0.022256978,0.03318501,0.012835749,0.014954418,0.057483137,51
52,0.6592137,0.022351487,0.012673389,0.017646704,0.030677034,0.0325499,52
53,0.8574159,0.012875743,0.045542978,0.010589667,0.014325951,0.070631355,53
54,0.8038688,0.018334676,0.012725943,0.023168867,0.012255807,0.05184609,54
55,0.3367057,0.0042860582,0.017895617,0.016793016,0.021488527,0.012696178,55
56,0.67657644,0.028469592,0.08293849,0.017817102,0.018781345,0.018115142,56
57,0.84877604,0.013983672,0.033484764,0.014326077,0.021546807,0.025407324,57
58,0.35485035,0.015277188,0.0772089,0.010844689,0.012215565,0.013021238,58
59,0.4444227,0.013845784,0.037738968,0.014438392,0.02199943,0.010892443,59
60,0.059698947,0.064118505,0.031123243,0.015449735,0.12663756,0.07974162,60
61,0.6806858,0.0361705,0.029911444,0.008956855,0.04473278,0.052206784,61
62,0.23640078,0.033050288,0.08425503,0.033003762,0.33407426,0.0521284,62
63,0.11068777,0.033600185,0.020259649,0.043313053,0.031114016,0.034131274,63
64,0.060091205,0.092048995,0.0053661913,0.026478162,0.033405945,0.017770067,64
65,0.03986338,0.055197135,0.011112582,0.049776312,0.02259772,0.024206473,65
66,0.010986066,0.017067567,0.007730043,0.086018085,0.17951012,0.016566712,66
67,0.17048623,0.29717544,0.008059041,0.03283137,0.11022523,0.06417402,67
68,0.3928723,0.04513402,0.009545491,0.011299446,0.012682809,0.07742585,68
69,0.06804969,0.022091255,0.035448406,0.03290308,0.052200414,0.051935248,69
70,0.070083775,0.0069100787,0.033859663,0.33434644,0.03830871,0.015970344,70
71,0.09997764,0.04627887,0.07157853,0.03389284,0.11804325,0.096254,71
72,0.8133188,0.027394284,0.13419676,0.009944707,0.010372522,0.03067715,72
73,0.9047751,0.053052098,0.16400878,0.01635551,0.013138548,0.028389236,73
74,0.20420663,0.020365722,0.7390606,0.009129285,0.026138183,0.0077364277,74
75,0.08824298,0.007465302,0.7048885,0.0052405763,0.02454024,0.004975691,75
76,0.63477296,0.018269947,0.10924303,0.0145500535,0.018940246,0.013595375,76
77,0.73469466,0.005580433,0.060719557,0.011715149,0.013459802,0.029652338,77
78,0.06138306,0.024015982,0.05179643,0.27948827,0.13355486,0.00650078,78
79,0.034481626,0.0070901453,0.014043905,0.041139532,0.02178934,0.00560843,79
80,0.1644819,0.020802384,0.04543267,0.37306598,0.018149933,0.035133604,80
81,0.048453357,0.009137015,0.15745452,0.6007344,0.031653382,0.024057902,81
82,0.3978678,0.11483296,0.026704647,0.048572004,0.018534409,0.012325196,82
83,0.78349537,0.13429408,0.030452708,0.021367826,0.02806632,0.03728185,83
84,0.6247427,0.16918093,0.02403094,0.022522235,0.0441007,0.031060677,84
85,0.24252175,0.023201203,0.15867046,0.22192457,0.10144149,0.08724672,85
86,0.10441941,0.092772774,0.00509627,0.034858517,0.032017577,0.018790953,86
87,0.076054975,0.050839297,0.02764764,0.5683293,0.044313733,0.012976065,87
88,0.11183279,0.029958164,0.011831313,0.06213749,0.048106693,0.026559198,88
89,0.037356626,0.046130214,0.005022227,0.014930624,0.022297617,0.03515356,89
90,0.36880216,0.07260545,0.012619713,0.013637715,0.037025213,0.044944115,90
91,0.86377007,0.04413411,0.03872631,0.013108286,0.019968012,0.08269231,91
92,0.086223975,0.19756943,0.007819991,0.008686861,0.1489545,0.011119864,92
93,0.0691847,0.78044766,0.0034414413,0.0066163763,0.07385495,0.008909978,93
94,0.7776173,0.1601706,0.012968873,0.027349418,0.029222466,0.049730435,94
95,0.86073416,0.02756481,0.057583135,0.01112887,0.0140427295,0.07884805,95
96,0.2713533,0.094150856,0.087930806,0.018387653,0.012711998,0.029513437,96
97,0.3361498,0.14440893,0.29068992,0.026283892,0.053668026,0.13470711,97
98,0.09090965,0.0069829905,0.7186487,0.005844151,0.022843558,0.02378309,98
99,0.4196537,0.022211976,0.2169222,0.009027801,0.0154017,0.02056494,99
100,0.7176729,0.03709084,0.100013606,0.009942266,0.027865147,0.047327824,100
101,0.83109635,0.02050503,0.092537925,0.012409256,0.04401739,0.03828692,101
102,0.048336618,0.0072992286,0.02902846,0.14234452,0.123260155,0.020113789,102
103,0.06764497,0.008542303,0.0062580267,0.031379264,0.029660026,0.007633254,103
104,0.23833783,0.53726757,0.021411836,0.02125804,0.3377329,0.026321633,104
105,0.054625876,0.7169848,0.015752768,0.04454683,0.250436,0.019355848,105
106,0.19735588,0.24773204,0.011579219,0.013467211,0.11155494,0.026533231,106
107,0.9345024,0.18403652,0.057062585,0.025476381,0.019859396,0.069762535,107
108,0.43533528,0.042431835,0.10417068,0.064222895,0.085291594,0.033594444,108
109,0.22104861,0.041925758,0.010795148,0.020001931,0.010606396,0.017174777,109
110,0.05009283,0.033425476,0.028555227,0.016247634,0.020226162,0.027013449,110
111,0.0762615,0.05198111,0.023730716,0.021758778,0.036468823,0.18632433,111
112,0.81038076,0.029640049,0.026450742,0.013243838,0.022307048,0.14035802,112
113,0.54778314,0.01679578,0.012116362,0.012346503,0.021919632,0.12908489,113
114,0.67385375,0.015845899,0.08740419,0.013225722,0.03320556,0.12965213,114
115,0.7133424,0.009242797,0.1491384,0.03456714,0.20770958,0.07544776,115
116,0.34460902,0.012441765,0.012972853,0.0235454,0.028100094,0.0787746,116
117,0.55212617,0.01818141,0.017856622,0.022707349,0.023287043,0.08322876,117
118,0.42107952,0.01631021,0.01454639,0.04053625,0.04546668,0.06260813,118
119,0.01441996,0.02573832,0.019026417,0.02885622,0.04967805,0.035186853,119
120,0.04375001,0.046415128,0.02230316,0.055771645,0.1942468,0.02131264,120
121,0.07634482,0.056823205,0.03371494,0.045294378,0.10699937,0.0204906,121
122,0.0378898,0.03387169,0.025908291,0.021804621,0.1097412,0.021846687,122
123,0.021121439,0.028464423,0.016884698,0.037829217,0.044168554,0.04689487,123
124,0.06170885,0.044214908,0.026017223,0.04628361,0.09632849,0.025239803,124
125,0.07082658,0.056481104,0.019613048,0.05657792,0.09529924,0.017163722,125
126,0.071969114,0.049292073,0.024178071,0.03622167,0.09587551,0.01030705,126
127,0.003336154,0.03746556,0.048394065,0.019019844,0.030138811,0.022572083,127
128,0.043631945,0.061043907,0.010606136,0.011633042,0.11417121,0.021593668,128
129,0.009088708,0.22612463,0.022165269,0.014121969,0.09227589,0.0389755,129
130,0.01149113,0.054071367,0.01916962,0.014840382,0.19559957,0.0070274235,130
131,0.013613471,0.036835708,0.016941018,0.015358821,0.23127203,0.010072394,131
132,0.08129967,0.022733876,0.023328857,0.026514415,0.07781241,0.0271638,132
133,0.073896915,0.21183552,0.017732603,0.09599404,0.12832096,0.043567304,133
134,0.792731,0.14794713,0.03517901,0.037495654,0.024446674,0.09512107,134
135,0.72376347,0.034435347,0.052045975,0.035228744,0.06732845,0.10881597,135
136,0.87487257,0.05823703,0.03627179,0.012266404,0.018863702,0.07664863,136
